"IDRSSD"	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	
27838	268270	0	0	0	0	0	214170	0	0	0	287	287	0	0	0	287	0	0	0	0	0	0	0	0	0	1527	4900	0	0	0	0	0	0	-250	0	42354	0	88	0	0	0	0	0	0	342	541	52338	160949	0	0	0	0	0	10120	0	0	2475	0	-2209	696	0	0	0	696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10544	0	0	0	10544	0	0	0	1869	50270	52338	180209	0	10054	26169	180209	216432	0	0	0	20976	0	0	
27847	205439	0	0	0	0	0	125930	0	0	0	181	181	0	0	0	181	0	0	23	0	0	0	0	0	0	2173	5499	0	0	0	3183	0	0	-488	0	61918	402	0	0	0	0	0	0	0	0	142	45151	80637	0	0	0	0	0	8466	23	0	719	0	-2228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2173	72701	45553	88542	0	14540	22777	88542	125859	0	1240	1240	16854	0	0	
28013	1504829	0	0	0	0	0	373460	0	0	0	0	0	0	0	0	0	0	0	18081	0	0	0	0	0	0	10480	3290	0	0	22059	20964	0	0	-7332	22047	903942	50595	40260	0	0	0	0	0	0	0	0	169146	204314	0	0	0	0	2284	84032	0	0	0	0	-11303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26471	0	0	0	26471	0	0	0	54586	928196	219741	357361	0	185639	109871	357361	652871	0	0	0	143860	0	0	
28152	60108	0	0	0	0	0	44058	0	0	0	448	448	0	0	0	448	0	0	0	0	0	0	0	0	0	544	3446	0	0	102	3574	0	0	-20	0	4153	0	0	0	0	0	0	0	0	0	0	15827	28231	0	0	0	0	0	3710	0	0	0	306	-323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646	12373	16133	32083	0	2471	8067	32083	42621	0	1200	1200	4855	0	0	
28255	109406	0	0	0	0	0	53298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2483	1343	0	0	0	0	0	0	-313	1996	42832	0	0	0	0	0	0	0	0	0	4362	4684	44251	0	0	0	0	0	3123	0	42	316	0	-764	104	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1881	0	0	0	1881	0	0	0	4521	49878	4684	49001	0	9976	2342	49001	61319	0	1025	1025	10338	0	0	
28349	124869	0	0	0	0	0	75529	0	0	0	56	56	0	0	0	56	0	0	2933	0	0	0	0	0	0	2953	0	0	0	0	0	95	0	-405	0	39645	0	0	0	0	0	0	0	0	0	0	20985	54544	0	0	0	0	0	9806	0	0	0	0	-1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2953	39645	21080	64406	0	7929	10540	64406	82875	0	0	0	9439	0	0	
28406	764449	0	0	0	0	0	159756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5624	3742	0	0	0	0	0	0	18789	3599	397011	0	147594	0	0	0	0	0	0	0	0	156173	3583	0	0	0	0	0	35757	0	139	5006	0	17171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9362	446242	156173	181789	0	89248	78087	181789	349124	0	40483	40483	97271	0	0	
28572	69232	0	0	0	0	0	62233	0	0	0	250	250	0	0	0	250	0	0	0	11	0	0	0	0	0	662	1445	0	0	259	559	0	0	-9	151	1412	0	999	0	0	0	0	0	0	0	0	45640	16593	0	0	0	0	0	2869	11	0	985	0	-385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1647	0	0	0	1647	0	0	0	1072	4401	45640	21362	0	880	22820	21362	45062	0	0	0	5605	0	0	
28732	64937	0	0	0	0	0	32891	0	0	0	147	147	0	0	0	147	0	0	112	0	0	0	0	0	0	0	0	1202	0	0	0	0	1416	8	0	14779	0	9566	0	0	0	0	0	0	0	0	7952	24939	0	0	0	0	0	3078	112	0	0	0	-238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	128	0	0	0	0	17535	7952	40364	0	3507	3976	40364	47847	0	2756	2756	6011	0	0	
29104	1072450	0	0	0	0	0	498602	0	0	0	5278	5278	0	0	0	5278	0	0	16954	0	0	0	0	0	0	4727	27286	0	0	1449	104545	8606	36488	-1484	11149	317432	20706	79528	0	0	0	0	0	0	350	0	212286	285966	0	0	0	0	0	73416	16954	0	9338	0	10475	5704	0	0	0	5704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37616	0	0	37616	0	0	0	0	17675	458601	279214	460088	0	91720	139607	460088	691415	0	0	0	81102	0	0	
29159	21236	0	0	0	0	0	6825	0	0	0	71	71	0	0	0	71	0	0	1054	0	0	0	0	0	0	2094	0	0	0	0	0	0	0	-126	11972	0	0	356	0	0	0	0	0	0	0	0	0	6825	0	0	0	0	0	1941	1941	0	0	0	1667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14066	1455	0	7252	0	291	0	7252	7543	0	1455	1455	4050	0	0	
29252	106805	0	0	0	0	0	58366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3145	147	0	0	0	0	0	0	31	1430	33517	658	0	0	0	0	0	0	0	0	0	16670	41696	0	0	0	0	0	10569	0	82	711	0	-1008	41	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2264	0	0	0	2264	0	0	0	4657	37875	17328	53777	0	7581	8664	53777	70022	0	3500	3500	9725	0	0	
29636	577806	0	0	0	0	0	373436	0	0	0	1007	1007	0	0	0	1007	0	0	5559	0	0	0	0	0	0	7351	12752	0	0	0	0	0	0	395	55603	95785	3235	0	0	0	0	0	0	0	0	0	87559	285877	0	0	0	0	0	48233	5559	0	3429	0	1327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785	0	0	0	785	0	0	0	62954	111966	90794	326914	0	22393	45397	326914	394704	0	0	0	56470	0	0	
29850	60594	0	0	0	0	0	36717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1144	1756	0	0	0	19506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12864	23854	0	0	0	0	0	2103	0	0	203	0	-281	18	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	373	0	0	0	1144	21465	12864	26143	0	4293	6432	26143	36868	0	0	0	5829	0	0	
29944	69328	0	0	0	0	0	62051	0	0	0	45	45	0	0	0	45	0	0	1770	0	0	0	0	0	0	0	3862	0	0	0	0	0	0	-26	6068	1589	2173	220	0	0	0	0	0	0	0	0	34986	27065	0	0	0	0	0	3686	1770	0	0	0	899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6068	8397	37159	29246	0	1679	18580	29246	49505	0	2946	2946	7479	0	0	
29953	64321	0	0	0	0	0	55011	90	1125	1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	974	0	0	0	1115	0	0	-52	5713	0	0	0	0	0	0	50	50	0	0	785	11671	42555	0	0	0	0	0	2505	0	0	666	0	-792	0	0	0	0	0	327	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	676	0	0	0	676	0	0	0	5900	3690	11721	46572	0	738	5861	46572	53171	0	150	150	6725	0	0	
30052	14257	0	0	0	0	0	9832	0	0	0	13	13	0	0	0	13	0	0	21	0	0	0	0	0	0	650	492	0	0	0	0	0	0	-7	0	1006	0	0	0	0	0	0	0	0	0	0	2090	7742	0	0	0	0	0	1706	21	36	0	0	-250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	2573	2090	9404	0	515	1045	9404	10964	0	1075	1075	1891	0	0	
30155	82001	0	0	0	0	0	54846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1250	4832	0	0	0	0	0	0	99	114	14859	2569	3237	0	0	0	0	0	0	0	4865	3364	46617	0	0	0	0	0	3438	280	0	1254	0	-1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675	675	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	913	0	1364	26723	6608	51758	0	5345	3304	51758	60407	0	0	0	7846	0	0	
30258	254549	0	0	0	0	0	236252	0	0	0	0	0	0	0	0	0	0	0	7	284	0	0	0	0	0	2159	6112	0	0	0	0	0	0	234	315	7188	2237	515	0	0	0	1650	0	0	0	5588	12756	217908	0	0	0	0	0	13529	291	0	631	0	-2679	0	0	0	0	0	819	0	0	0	819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2474	19519	16643	231849	0	3904	8322	231849	244075	0	0	0	21912	0	0	
30418	789003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	298	0	0	0	0	0	0	-2252	317362	400533	362	54626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6706	1451	2188	1882	0	-801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319551	402910	362	55811	0	80582	181	55811	136574	0	197	197	41059	0	0	
30502	387058	0	0	0	0	0	302480	0	0	0	10	10	0	0	0	10	0	0	6367	26	0	0	0	0	0	3115	4189	0	0	0	0	0	0	-523	2088	54812	355	11551	0	0	0	400	0	0	0	10440	102241	189799	0	0	0	0	0	20974	6393	0	3659	0	2476	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4993	0	0	3687	1306	0	0	0	5203	80155	106683	213596	0	16031	53342	213596	282969	0	7055	7055	31557	0	0	
30650	156060	0	0	0	0	0	132864	0	0	0	48	48	0	0	0	48	0	0	0	0	0	0	0	0	0	948	6094	0	0	0	0	0	0	-165	0	18620	215	0	0	0	0	0	0	0	0	440	16914	115510	0	0	0	0	0	7828	0	0	0	0	-1664	3662	0	0	0	3662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7583	0	0	0	7583	0	0	0	948	25154	17129	134631	0	5031	8565	134631	148227	0	0	0	13256	0	0	
30810	20237128	0	0	0	0	0	18810785	769324	5623758	5623758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	958	393700	0	0	1647	4824	0	2138	253	0	0	0	2099	0	0	0	0	267612	0	0	0	60509	18750276	0	0	0	0	0	1651145	865926	6	73	258	60649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7239	0	0	0	7239	0	0	21173	2611	952897	81940	25438004	0	190579	40970	25438004	25669553	0	554300	554300	3081640	0	0	
30856	151241	0	0	0	0	0	132821	0	0	0	1019	1019	0	153	0	866	0	0	1730	0	0	0	0	0	0	4724	2438	0	0	0	0	0	0	-38	200	8003	0	500	0	0	0	255	0	0	0	1226	26232	105363	0	0	0	0	0	7548	1730	0	815	0	272	261	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1741	0	154	89	1499	0	30	0	4924	12819	26576	113491	0	2564	13288	113491	129343	0	0	0	11845	0	0	
31134	84487	0	0	0	0	0	43968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4343	3772	0	0	0	305	0	0	-84	0	19861	3275	1006	0	0	0	0	0	0	529	0	19894	23545	0	0	0	0	0	5120	0	0	0	0	-642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4872	26286	23169	29671	0	5257	11585	29671	46513	0	2348	2348	12082	0	0	
31255	240735	0	0	0	0	0	179636	0	0	0	213	213	0	0	0	213	0	0	125	0	0	0	0	0	0	1406	3456	0	0	0	0	0	0	-716	0	26717	0	0	0	0	0	0	0	0	0	1409	5197	173030	0	0	0	0	0	17636	125	0	876	0	-4772	25	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3156	0	0	0	3156	0	0	0	1406	43708	5197	193059	0	8742	2599	193059	204400	0	11250	11250	30233	0	0	
31657	72207	0	0	0	0	0	37135	0	0	0	462	462	0	462	0	0	0	0	0	0	0	0	0	0	0	806	1646	0	0	0	25020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1416	4281	31438	0	0	0	0	0	2509	0	0	0	0	-302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	231	0	0	0	806	35064	4281	34178	0	7013	2141	34178	43332	0	6520	6520	7992	0	0	
31826	222765	0	0	0	0	0	159835	0	0	0	946	946	0	0	0	946	0	0	997	0	0	0	0	0	0	2864	4396	0	0	0	771	30	0	992	1588	30560	4666	4681	0	0	0	0	0	0	0	0	47958	111877	0	0	0	0	0	6747	997	48	491	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4500	43843	52654	122715	0	8769	26327	122715	157811	0	7625	7625	29910	0	0	
31835	87583	0	0	0	0	0	58321	0	0	0	37	37	0	0	0	37	0	479	0	0	0	0	0	0	0	1056	1633	0	0	15	6	445	0	-93	654	12810	9580	0	0	0	0	0	0	0	0	0	3452	54869	0	0	0	0	0	6478	0	0	493	0	-2403	25	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	382	0	0	0	1725	14942	13477	61298	0	2988	6739	61298	71025	0	0	0	12139	0	0	
32159	105714	0	0	0	0	0	86152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5634	361	0	0	0	0	0	0	0	0	4495	0	0	0	0	0	0	0	0	6293	0	9794	70065	0	0	0	0	0	5857	0	0	0	0	-971	1171	0	0	0	1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2763	0	0	0	2763	0	0	0	11927	12101	9794	79856	0	2420	4897	79856	87173	0	7245	7245	10286	0	0	
32234	65846	0	0	0	0	0	31432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3015	0	0	0	0	0	0	74	7480	20526	3028	0	0	0	0	0	0	0	0	0	14357	17075	0	0	0	0	0	938	0	0	0	0	-192	0	0	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1442	0	0	0	1442	0	0	0	7480	25541	17385	19464	0	5108	8693	19464	33265	0	2000	2000	8867	0	0	
32766	42680	0	0	0	0	0	17786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2268	729	0	0	991	16720	1480	0	0	44	57	0	0	0	0	0	0	0	0	1421	0	1346	15019	0	0	0	0	0	652	0	0	0	0	-182	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4724	22306	2826	15672	0	4461	1413	15672	21546	0	4800	4800	3836	0	0	
33147	207329	0	0	0	0	0	136635	0	0	0	2621	2621	0	0	0	2621	0	0	254	0	0	0	0	0	0	4894	3676	0	0	0	0	0	0	499	0	40906	11902	0	0	0	0	186	0	0	2565	3445	22830	107795	0	0	0	0	0	11043	254	118	1105	317	-1360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1299	0	0	0	1299	0	0	0	7577	49132	35235	120964	0	9826	17618	120964	148408	0	0	0	21567	0	0	
33259	435866	0	0	0	0	0	376165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1611	11224	0	0	0	818	90	0	-375	0	41716	0	4609	0	0	0	611	0	0	0	2114	18620	355431	0	0	0	0	0	13893	0	0	1450	17	-4726	7103	0	0	4426	2677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9617	0	0	330	9286	0	0	0	1611	57322	24094	384429	0	11464	12047	384429	407940	0	0	0	36071	0	0	
33268	61934	0	0	0	0	0	36464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989	1828	0	0	0	4836	848	0	-144	1670	14838	0	0	0	0	0	0	0	0	0	0	3758	32706	0	0	0	0	0	2394	0	7	124	27	-672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502	0	0	0	502	0	0	0	2666	21626	4633	35444	0	4325	2317	35444	42086	0	0	0	5784	0	0	
33549	44411	0	0	0	0	0	25775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	1009	0	0	0	0	0	200	-157	0	13897	0	0	0	0	0	0	0	0	0	631	9066	16078	0	0	0	0	0	850	0	0	0	0	-425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	17867	9066	17128	0	3573	4533	17128	25234	0	2330	2330	4111	0	0	
33727	326207	0	0	0	0	0	187361	0	0	0	362	362	0	0	0	362	0	0	0	0	0	0	0	0	0	5587	12007	0	0	750	450	0	0	-347	1950	95154	743	0	0	0	0	0	0	0	518	0	60034	126809	0	0	0	0	0	16228	0	0	0	0	-2515	3676	0	0	0	3676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8805	117301	60777	147075	0	23460	30389	147075	200924	0	9690	9690	26652	0	0	
33754	25729	0	0	0	0	0	5347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701	1453	0	0	0	16508	0	0	-10	0	999	0	0	0	0	0	0	0	0	0	525	1287	3535	0	0	0	0	0	395	0	0	223	0	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701	20578	1287	3707	0	4116	644	3707	8467	0	870	870	4344	0	0	
33772	1731102	0	0	0	0	0	1325861	0	0	0	2945	2945	0	0	0	2945	0	0	108704	27	0	0	0	0	0	8527	52328	0	0	0	0	0	0	-33	3230	224160	2274	4018	0	0	0	0	0	0	0	31578	198238	1096045	0	0	0	0	0	211600	113987	6583	9669	34	97479	1501	0	0	0	1501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84712	0	0	0	84712	0	0	0	18340	360335	200546	1270548	0	72067	100273	1270548	1442888	0	42600	42600	133950	0	0	
33839	24039	0	0	0	0	0	13432	0	0	0	62	62	0	0	0	62	0	0	0	0	0	0	0	0	0	306	4712	0	0	0	0	0	0	-4	0	4945	319	0	0	0	0	0	0	0	0	0	4450	8982	0	0	0	0	0	501	0	0	130	66	-146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	9934	4835	9349	0	1987	2418	9349	13754	0	147	147	2606	0	0	
33857	57487	0	0	0	0	0	42014	0	0	0	217	217	0	0	0	217	0	0	0	0	0	0	0	0	0	753	1767	0	0	0	0	0	0	21	43	13237	0	0	0	0	0	0	0	0	0	3186	5571	33257	0	0	0	0	0	3655	537	0	588	0	-539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548	0	0	0	548	0	0	0	796	18778	5571	36552	0	3756	2786	36552	43094	0	0	0	6322	0	0	
34153	632588	0	0	0	0	0	538207	0	0	0	12429	12429	0	0	0	12429	0	0	13748	0	0	0	0	0	0	10051	17802	0	0	0	0	0	0	-64	0	23344	2226	2326	0	0	0	0	0	0	0	0	47383	490824	0	0	0	0	0	51641	13748	1847	3997	40	7159	617	0	0	0	617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13756	0	0	6793	6963	0	0	0	11898	53295	56442	545168	0	10659	28221	545168	584048	0	8152	8152	60767	0	0	
34359	25369	0	0	0	0	0	12765	0	0	0	50	50	0	0	0	50	0	0	0	0	0	0	0	0	0	69	633	0	0	298	0	1972	20	14	700	7285	0	607	0	0	0	0	0	0	0	3	1680	11082	0	0	0	0	0	1694	0	2	74	0	-350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1069	8002	3652	13377	0	1600	1826	13377	16803	0	7	7	4657	0	0	
34425	300846	0	0	0	0	0	226384	0	0	0	0	0	0	0	0	0	0	0	2808	0	0	0	0	0	0	2409	5863	0	0	0	437	0	0	489	0	29132	7828	12888	0	0	0	0	0	0	0	31	100520	125832	0	0	0	0	0	16002	2808	262	1055	0	1354	0	0	0	0	0	91	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15972	0	0	0	15972	0	0	0	2671	46247	108348	166660	0	9249	54174	166660	230083	0	9729	9729	21542	0	0	
34434	139144	0	0	0	0	0	67629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2576	4922	0	0	0	6006	6367	0	-449	3044	38180	484	0	0	0	0	0	0	0	0	2473	23362	41794	0	0	0	0	0	5875	0	0	602	0	-1251	0	0	0	0	0	288	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1059	0	0	0	1059	0	0	0	5620	56551	30213	48414	0	11310	15107	48414	74831	0	4368	4368	13678	0	0	
34452	71564	0	0	0	0	0	42360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	771	1763	0	0	0	0	0	0	-71	23	19658	3030	157	0	0	0	0	0	0	0	552	17140	24667	0	0	0	0	0	3412	0	57	0	0	-432	0	0	0	0	0	136	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	34	0	0	0	851	25283	20170	28349	0	5057	10085	28349	43491	0	3310	3310	8645	0	0	
34537	1736058	0	100	0	100	0	1037032	0	0	0	7362	7362	0	0	0	7362	0	0	3137	10	0	0	0	0	0	24118	26464	0	0	13617	155759	1197	0	-3309	31080	406016	0	114	0	0	0	4311	1576	0	0	0	233373	803659	0	0	0	0	0	48310	5060	1320	5031	0	-5332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104039	0	0	0	104039	0	155	0	70135	593425	238881	953649	0	118685	119441	953649	1191775	0	0	0	114498	50	0	
34555	130145	0	0	0	0	0	81252	124	1550	1550	83	83	0	0	0	83	0	0	0	26	0	0	0	0	0	1131	2591	0	0	0	0	0	0	-114	122	24724	7244	0	0	0	0	0	0	0	0	1019	26334	53899	0	0	0	0	0	10640	26	0	1297	0	-928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	66	0	0	66	0	0	0	0	0	0	0	412	0	0	0	412	0	0	0	1253	30596	33644	65261	0	6119	16822	65261	88202	0	965	965	17158	0	0	
34742	257568	0	0	0	0	0	178567	0	0	0	616	616	0	0	0	616	0	0	570	0	0	0	0	0	0	2151	5434	0	0	0	14318	1014	0	-331	2849	33578	855	0	0	0	0	2885	0	0	0	781	47809	129977	0	0	0	0	0	19840	570	0	2434	0	-1650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3807	3807	0	0	3807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	56545	56370	147429	0	11309	28185	147429	186923	0	0	0	19949	0	0	
34836	19125	0	0	0	0	0	12998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	146	0	0	0	0	0	0	-81	0	4352	0	0	0	0	0	0	0	0	0	0	5229	7769	0	0	0	0	0	781	0	0	0	39	-209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	5307	5268	8511	0	1061	2634	8511	12206	0	809	809	2104	0	0	
