"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD5523	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADC231	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
2750	7	8	8	46	0	0	0	0	10	10	33	0	0	0	0	0	0	0	0	0	false	0	0	-65	0	0	0	0	0	12	0	0				Accountant Fee                                                                                                                                                                                   	Meetings                                                                                                                                                                                         	Professional Fee                                                                                                                                                                                 								Write Off Deferred Tax Asset                                                                                                                                                                     		
2938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	306	0	0																
2956	0	0	0	0	0	0	0	0	39	39	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	55	0	0				lease & maintenance                                                                                                                                                                              	repo & ore expense                                                                                                                                                                               											
3252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
3458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	0	0	0	0	0	0	0	0																
3506	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	220	0	0	0	0	0																
3579	94	0	0	0	0	47	0	0	54	45	54	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	77	0	Management Income                                                                                                                                                                                			Communications                                                                                                                                                                                   	Tax on Stock & Reserves                                                                                                                                                                          	Misc. Other Operating Expense                                                                                                                                                                    										
3720	54	6	11	2	4	14	8	0	9	0	0	0	0	0	0	0	0	0	0	0	false	0	18	0	0	4	26	20	10	31	21	0	CREDIT CARD MERCHANT DISCOUNT                                                                                                                                                                    	BANCLUB INCOME                                                                                                                                                                                   		DDI BENEFIT EXPENSE                                                                                                                                                                              												
3953	15	27	18	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	7	0	0	0	0	12	1	15	20	0																
4138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
4147	0	0	0	0	0	21	23	0	17	20	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	32	0	0	0	0	0	SERV CHARGE CHECKING                                                                                                                                                                             	MERCHANT CREDIT CARD                                                                                                                                                                             		PROF SERVICE EXP                                                                                                                                                                                 	MERCHANT CREDIT CARD                                                                                                                                                                             											
4156	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	17	0	37	0	0				Consulting Expense                                                                                                                                                                               												
4231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	20	0	0	0	0	0	0	23	0	0																
4437	38	0	24	33	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	28	0	0	0	0	0	0	95	41	0	ORIGINATION FEES - SECONDARY MARKET LOANS                                                                                                                                                        															
4745	3	0	5	1	1	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	false	0	1	0	0	0	0	0	1	3	1	0	MISCELLANEOUS                                                                                                                                                                                    			STATE ASSESSMENT                                                                                                                                                                                 	BANK SERVICE CHARGES                                                                                                                                                                             	MAINTENANCE CONTRACTS                                                                                                                                                                            										
4839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	114	0	0																
5005	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	80	0	0	73	0	0																
5050	0	0	0	0	0	19	0	0	17	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	merchant card discount income                                                                                                                                                                    			merchant card expense                                                                                                                                                                            												
5069	38	0	14	4	0	10	24	0	13	88	15	0	0	0	0	0	0	0	0	0	false	0	9	0	0	0	0	0	0	35	17	0	DOCUMENTARY COLLECTION FEES                                                                                                                                                                      	FEES LETTERS OF CREDIT                                                                                                                                                                           		BROKERS FEES                                                                                                                                                                                     	REO MAINT.                                                                                                                                                                                       	FED. AND CORRESPONDENT SERVICE CHARGES                                                                                                                                                           										
5135	5	0	8	3	3	21	12	0	11	34	0	0	0	0	0	0	0	0	0	0	false	0	3	0	0	1	0	3	7	69	9	0	Miscellaneous Income                                                                                                                                                                             	Check Cashing Fees                                                                                                                                                                               		Auditing Fees                                                                                                                                                                                    	Administrative Fees                                                                                                                                                                              											
5210	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	138	0	0	0	0	0				Pennsylvania Shares Tax                                                                                                                                                                          												
5247	68	0	10	25	33	185	144	0	160	166	0	0	0	0	0	0	0	0	0	0	false	0	149	0	0	68	0	68	17	156	70	0	mortgage loan processing income                                                                                                                                                                  	debit card income                                                                                                                                                                                		item processing                                                                                                                                                                                  	atm/debit card expense                                                                                                                                                                           											
5274	15	0	24	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	57	0	0				Audit and Accounting fees                                                                                                                                                                        												
5331	0	0	0	0	0	57	0	0	47	36	0	0	0	0	0	0	0	0	-15	0	false	0	0	0	0	0	0	0	40	126	0	0	LETTER OF CREDIT/RESALE MORTGAGE FEES                                                                                                                                                            			ATM PROCESSING FEES                                                                                                                                                                              	EXAM AND AUDIT FEES                                                                                                                                                                              						adj for off balance sheet items allocated loan loss rese                                                                                                                                         					
5461	34	7	5	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	20	0	0	22	15	5	40	66	45	0																
5751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	27	0	0	0	0	0																
5939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	false	0	0	0	0	0	0	0	0	1613	0	0									TAX EFFECT OF OPTIONS EXERCISED                                                                                                                                                                  							
6039	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	53	0	0				TELEPHONE EXPENSE                                                                                                                                                                                												
6057	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	3	0	0	0	0	0	0	10	5	0																
6141	4	0	11	10	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	false	0	10	0	0	2	0	6	0	25	13	0				insurance                                                                                                                                                                                        												
6329	15	0	10	50	15	103	78	69	41	23	21	0	0	0	0	0	0	0	0	0	false	0	37	0	0	0	0	18	43	0	40	0	SERVICE CHARGE/ORIGINATION  FEE                                                                                                                                                                  	yIELD SPREAD PREMIUM                                                                                                                                                                             	EXCHANGE                                                                                                                                                                                         	TELEPHONE                                                                                                                                                                                        	MISCELLANESOUS EXPENSE                                                                                                                                                                           	COMPUTER & OTHER OFFICE SUPPLIES                                                                                                                                                                 										
6842	2	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	4	0	0	0	0	2	3	11	2	0																
6972	125	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	103	0				B & O Tax expense                                                                                                                                                                                												
7009	0	0	0	0	0	3174	0	0	10495	363	0	0	0	0	0	0	8	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	Trademark royalty fees                                                                                                                                                                           			Investment advisory  other service fees                                                                                                                                                          	Custody fees                                                                                                                                                                                     				See item RI-E7 below for description                                                                                                                                                             							
7045	12	0	14	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	13	0	0	3	0	5	6	0	19	0																
7157	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	8	0	0	0	0	0	0	10	0	0																
7166	0	0	0	0	0	0	0	0	307	98	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	330	0	0				HOLDING CO MANAGEMENT FEES                                                                                                                                                                       	ITEM PROCESSING/FISERV                                                                                                                                                                           											
7456	8	0	13	52	11	7	0	0	12	10	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	12	0	Overdrafts                                                                                                                                                                                       			Utilities and Rent                                                                                                                                                                               	Recording and Filing                                                                                                                                                                             											
7634	0	0	0	0	0	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	15	12	0	EDP Income                                                                                                                                                                                       			ATM Operation Expense                                                                                                                                                                            												
8033	3	12	18	11	0	7	0	0	13	0	0	0	0	0	0	0	0	0	0	0	false	0	8	0	0	2	0	0	9	26	5	0	Fees All Other                                                                                                                                                                                   			TAXES AD VALOREM                                                                                                                                                                                 												
8154	9	0	0	12	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	false	0	13	0	0	1	0	1	1	20	8	0				Communications                                                                                                                                                                                   												
8417	0	0	0	0	0	0	0	0	1911	30096	3163	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	4567	0	0				Telecommunications                                                                                                                                                                               	Affiliate Related Expense Allocations                                                                                                                                                            	Misc Service Charges                                                                                                                                                                             										
8462	0	0	10	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	10	0				OCC assessments                                                                                                                                                                                  												
8547	0	0	0	0	0							0		0		0					false	0	0			0	0	0	0	492	0	0																
8631	13	10	25	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	37	0	0				DEALER PARTICIPATION FEES                                                                                                                                                                        												
9115	406	0	0	0	0	0	0	0	907	377	328	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				InterCompany Allocation Expense                                                                                                                                                                  	Debit Card Expense                                                                                                                                                                               	Other Losses                                                                                                                                                                                     										
9160	0	0	0	0	0	52	0	0	44	28	25	0	0	0	0	0	0	0	0	0	false	0	28	0	0	0	0	0	0	82	45	0	Mortgage referral fees                                                                                                                                                                           			Rent                                                                                                                                                                                             	Insurance                                                                                                                                                                                        	Courier                                                                                                                                                                                          										
9339	62	0	22	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	11	0	0	15	31	11	23	546	22	0																
9357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
9553	0	0	11	0	4	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	false	0	6	0	0	0	0	1	3	0	7	0				Donations                                                                                                                                                                                        												
9807	0	0	0	0	0	787	625	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Increase in value of bank owned life insurance                                                                                                                                                   	Federal tax benefits not previously utilized                                                                                                                                                     														
9955	0	0	15	19	0							0		0		0					false	0	0			0	0	0	0	77	0	0																
10157	14	0	0	17	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	24	0	0	TRUST FEES                                                                                                                                                                                       															
10250	41	0	17	10	9	10	71	0	20	37	22	0	0	0	0	0	0	0	0	0	false	0	35	0	0	10	3	8	6	22	44	0	Merchant credit cards                                                                                                                                                                            	Mortgage origination fees                                                                                                                                                                        		Accounting Fees                                                                                                                                                                                  	Insurance, fidelity, property & VSI                                                                                                                                                              	Repossession expenses                                                                                                                                                                            										
10849	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				TELEPHONE EXPENSE                                                                                                                                                                                												
10858	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	69	0	0	0	0	0	0				Intercompany FNNI Administration Overhead                                                                                                                                                        												
11145	17	0	20	1	4	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	false	0	24	0	0	16	0	19	8	55	30	0				audits and exams                                                                                                                                                                                 												
11350	4	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	-78	0	0	0	false	0	6	0	0	0	0	0	1	21	5	0									REDUCTION OF CAPITAL SURPLUS PAID AS CASH DISBRIBUTION T                                                                                                                                         							
11640	0	0	36	0	0	0	0	0	19	24	0	0	0	0	0	0	0	0	0	0	false	0	20	0	0	0	53	0	0	20	17	0				Loan & Collection                                                                                                                                                                                	Sales & State Income Tax                                                                                                                                                                         											
11837	0	0	0	0	0	25	20		17			0		0		0					false	0	0			0	0	0	0	15	0	0	MTG. ORIG. FEES - FARMERS FUNDING	MISCELLANEOUS FEES		ITEM PROCESSING EXPENSE												
12030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	123	61	0																
12058	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	false	0	21	0	0	0	0	0	0	0	23	0				FEES-OUTSIDE SERVICES, CORRESPONDENT BANKS                                                                                                                                                       												
12142	12	0	17	3	6	7	0	0	20	14	15	0	0	0	0	0	0	0	0	0	false	0	30	0	0	5	0	25	11	0	32	0	Appraisal fees                                                                                                                                                                                   			Consulting                                                                                                                                                                                       	Telephone                                                                                                                                                                                        	Accounting                                                                                                                                                                                       										
12245	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	19	0	0	0	32	0	0				SUPPLIES                                                                                                                                                                                         												
12311	0	0	0	0	0	175344	11676	0	49325	7092	0	0	0	0	0	0	-670000	0	-22297	-2222	false	0	0	0	0	0	0	0	0	0	0	0	Gain on Sale of Florida operations                                                                                                                                                               	Bank Owned Life Insurance                                                                                                                                                                        		Restructuring and other Special Charges                                                                                                                                                          	Corporate Overhead                                                                                                                                                                               				Capital reduction subsequent to sale of Florida operatio                                                                                                                                         		Allowance of assets sold                                                                                                                                                                         	Allowance of securitized loans                                                                                                                                                                   				
12357	0	0	0	4	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	false	0	1	0	0	0	0	0	0	0	3	0	Collections                                                                                                                                                                                      			Insurance                                                                                                                                                                                        												
12647	8	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	9	0	0	0	0	0	0	29	0	0	service fee on RE loans                                                                                                                                                                          															
12656	1	0	7	4	1	1	1		4			0		0		0					false	0	2			0	0	2	1	1	3	0	MISCELLANEOUS INCOME                                                                                                                                                                             	CHECK CASHING FEES                                                                                                                                                                               		COMMITTEE FEES                                                                                                                                                                                   												
12937	0	0	0	30	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	25	19	0	0				Insurance                                                                                                                                                                                        												
12946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	248	0	0	0	0	0	0	0	0	0	0																
12955	0	0	0	0	0	0	0	0	23	17	0	0	0	0	0	0	0	0	0	0	false	0	18	0	0	0	0	0	0	0	30	0				EXAMS & ACCOUNCTING                                                                                                                                                                              	TELEPHONE                                                                                                                                                                                        											
13037	0	0	27	0	0							0		0		0					false	0	0			0	0	0	0	0	0	0																
13103	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	175	0	0				Item processing                                                                                                                                                                                  												
13251	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	1	0	0	0	7	3	0																
13309	0	0	0	407	0	1806	0	0	485	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Inc. from sale of credit card portfolio                                                                                                                                                          			Computer service fee                                                                                                                                                                             												
13457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
14052	19	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	13	0	0	0	0	0	0	27	14	0																
14155	20	0	3	0	3	0	0	0	8	15	0	0	0	0	0	0	0	0	0	0	false	0	11	0	0	9	9	1	4	47	17	0					MISC CHG OFF                                                                                                                                                                                     											
14258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	88	0	0	0																
14409	6065	0	0	0	0	3085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	3511	0	5906	0	0	0	International fees                                                                                                                                                                               															
14454	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	16	0	0				Management Fees                                                                                                                                                                                  												
14650	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	8	0	0	0	7	0	0	23	7	0	EXCHANGE AND COLLECTIONS                                                                                                                                                                         															
14753	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	7	0	0	0	0	0	0	14	0	0																
14865	0	0	0	0	0	18	50	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	18	0	0	0	0	0	0	0	0	0	Mortgage Prep Fees                                                                                                                                                                               	Mortgage Broker Fees                                                                                                                                                                             														
14931	0	0	0	15	0				12	11	8	0		0		0					false	0	7			0	0	0	0	37	7	0				Courier (7) & software deprec. (5)                                                                                                                                                               	Audit & accounting fees                                                                                                                                                                          	Professional Employer Organization                                                                                                                                                               										
14940	39	0	0	0	0	77	0	0	299	0	0	0	0	0	0	0	0	0	0	0	false	0	25	0	0	0	0	0	0	86	0	0	Fees from affiliates-mtge loan orig                                                                                                                                                              			Holding co. admin. & processing fees                                                                                                                                                             												
15536	43	0	21	234	41							0		0		0					false	0	34			57	0	47	73	256	75	0																
15732	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	90	0	0	Mortgage Origination Fees                                                                                                                                                                        															
16337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	55	124	0	0																
16355	17	0	0	0	0	23	0	0	38	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	34	0	0	REAL ESTATE LOAN ORIGINATION FEES                                                                                                                                                                			MANAGEMENT FEES                                                                                                                                                                                  												
16458	0	0	42	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	96	0	0				Professional Fees                                                                                                                                                                                												
16551	22	1	5	4	5	9	1	64	11	4	10	0	0	0	0	0	0	0	0	0	false	0	6	0	0	2	2	4	2	3	10	0	Checkcard income                                                                                                                                                                                 	Elan/Discover Income                                                                                                                                                                             	Loan Fees                                                                                                                                                                                        	Telephone                                                                                                                                                                                        	Loan Expense                                                                                                                                                                                     	FRB Processing                                                                                                                                                                                   										
